1																																																																																		
1																																																																																		
1																																																																																		
Year	Mnth	Day	LATITUDE	LONGITUDE	ELEVATION	ACMH	ACSH	AWND	DAPR	FMTM	FRGB	FRGT	MDPR	MDSF	PGTM	Nitrate	Q	prcp(mm/day)	PSUN	SNOW	SNWD	TAVG	tmax(C)_daymet	tmin(C)_daymet	TOBS	TSUN	WDF1	WDF2	WDF5	WDFG	WDFM	WESD	WESF	WSF1	WSF2	WSF5	WSFG	WSFM	WT01	WT02	WT03	WT04	WT05	WT06	WT07	WT08	WT09	WT10	WT11	WT13	WT14	WT15	WT16	WT17	WT18	WT19	WT21	WT22	WV03	WV20	DAEV	DAWM	EVAP	MDEV	MDWM	MNPN	MXPN	WDMV	FRTH	GAHT	SN32	SX32	DASF	SN02	SX02	SN01	SN03	SX01	SX03	SN52	SX52	Occur
2001	5	27	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	89	55	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	5	28	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	91	63	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	5	29	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	89	68	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	5	30	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	93	69	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	5	31	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	92	69	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	1	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	14	0.9	0	0	0	0	89	69	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	2	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	89	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	3	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	91	65	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	4	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	92	75	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	5	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	92	72	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	6	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	90	74	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	7	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	90	76	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	8	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	11	0.2	0	0	0	0	91	76	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	9	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	13	0.23	0	0	0	0	89	72	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	10	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	86	71	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	11	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	313	2.77	0	0	0	0	86	71	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	12	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	116	1.56	0	0	0	0	82	69	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	13	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	91	71	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	14	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	21	0.46	0	0	0	0	89	74	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	15	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	90	74	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	16	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	90	75	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	17	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	92	68	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	18	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	92	67	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	19	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	92	68	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	20	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	88	68	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	21	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	93	68	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	22	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	14	0.06	0	0	0	0	90	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	23	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	15	0.62	0	0	0	0	87	67	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	24	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	86	61	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	25	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	88	61	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	26	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	88	63	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	27	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	88	65	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	28	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	84	65	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	29	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	92	66	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	6	30	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	14	0.85	0	0	0	0	91	68	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	1	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	19	0.08	0	0	0	0	83	70	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	2	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	91	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	3	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	14	1.25	0	0	0	0	89	70	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	4	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	13	0.45	0	0	0	0	86	72	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	5	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	6	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	7	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	8	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	9	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0.15	0	0	0	0	95	71	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	10	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	96	77	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	11	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0.52	0	0	0	0	94	74	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	12	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	87	73	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	13	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	13	0.5	0	0	0	0	93	73	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	14	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	87	70	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	15	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	90	70	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	16	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	90	68	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	17	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	90	67	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	18	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	89	67	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	19	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0.13	0	0	0	0	91	72	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	20	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	94	72	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	21	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	94	73	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	22	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	28	2.39	0	0	0	0	88	72	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	23	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	90	71	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	24	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	93	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	25	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	50	5.42	0	0	0	0	96	69	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	26	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	45	1.92	0	0	0	0	78	72	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	27	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	18	1.93	0	0	0	0	82	71	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	28	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	17	0.54	0	0	0	0	87	71	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	29	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	91	73	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	30	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	92	74	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	7	31	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	93	74	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	8	1	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	181	2.85	0	0	0	0	79	70	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	8	2	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	91	71	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	8	3	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	90	69	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	8	4	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	90	69	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	8	5	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	90	70	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	8	6	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	17	0.16	0	0	0	0	88	74	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	8	7	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	50	0.17	0	0	0	0	88	74	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	8	8	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	87	74	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	8	9	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	18	1.86	0	0	0	0	88	72	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	8	10	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	90	73	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
2001	8	11	30.5654	87.7018	49.1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	88	73	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39231	
