ID	year	month	day	gwdepth
00000004	2014	1	14	7.68
00000004	2014	1	15	7.7
00000004	2014	1	16	7.68
00000004	2014	1	17	7.72
00000004	2014	1	18	7.74
00000004	2014	1	19	7.77
00000004	2014	1	20	7.75
00000004	2014	1	21	7.81
00000004	2014	1	22	7.87
00000004	2014	1	23	7.97
00000004	2014	1	24	7.94
00000004	2014	1	25	7.81
00000004	2014	1	26	7.82
00000004	2014	1	27	7.92
00000004	2014	1	28	8.01
00000004	2014	1	29	8.02
00000004	2014	1	30	7.96
00000004	2014	1	31	7.96
00000004	2014	2	1	7.97
00000004	2014	2	2	7.94
00000004	2014	2	3	7.88
00000004	2014	2	4	7.76
00000004	2014	2	5	7.8
00000004	2014	2	6	7.81
00000004	2014	2	7	7.77
00000004	2014	2	8	7.75
00000004	2014	2	9	7.75
00000004	2014	2	10	7.8
00000004	2014	2	11	7.8
00000004	2014	2	12	7.66
00000004	2014	2	13	7.62
00000004	2014	2	14	7.59
00000004	2014	2	15	7.71
00000004	2014	2	16	7.69
00000004	2014	2	17	7.68
00000004	2014	2	18	7.69
00000004	2014	2	19	7.68
00000004	2014	2	20	7.67
00000004	2014	2	21	7.62
00000004	2014	2	22	7.57
00000004	2014	2	23	7.56
00000004	2014	2	24	7.63
00000004	2014	2	25	7.61
00000004	2014	2	26	7.58
00000004	2014	2	27	7.58
00000004	2014	2	28	7.59
00000004	2014	3	1	7.63
00000004	2014	3	2	7.6
00000004	2014	3	3	7.66
00000004	2014	3	4	7.66
00000004	2014	3	5	7.64
00000004	2014	3	6	7.64
00000004	2014	3	7	7.66
00000004	2014	3	8	7.71
00000004	2014	3	9	7.72
00000004	2014	3	10	7.68
00000004	2014	3	11	7.63
00000004	2014	3	12	7.72
00000004	2014	3	13	7.83
00000004	2014	3	14	7.8
00000004	2014	3	15	7.76
00000004	2014	3	16	7.53
00000004	2014	3	17	7.56
00000004	2014	3	18	7.61
00000004	2014	3	19	7.65
00000004	2014	3	20	7.67
00000004	2014	3	21	7.65
00000004	2014	3	22	7.66
00000004	2014	3	23	7.71
00000004	2014	3	24	7.67
00000004	2014	3	25	7.71
00000004	2014	3	26	7.75
00000004	2014	3	27	7.68
00000004	2014	3	28	7.4
00000004	2014	3	29	7.36
00000004	2014	3	30	7.39
00000004	2014	3	31	7.38
00000004	2014	4	1	7.41
00000004	2014	4	2	7.44
00000004	2014	4	3	7.43
00000004	2014	4	4	7.45
00000004	2014	4	5	7.46
00000004	2014	4	6	7.35
00000004	2014	4	7	6.96
00000004	2014	4	8	7.07
00000004	2014	4	9	7.18
00000004	2014	4	10	7.18
00000004	2014	4	11	7.21
00000004	2014	4	12	7.22
00000004	2014	4	13	7.22
00000004	2014	4	14	7.15
00000004	2014	4	15	7.01
00000004	2014	4	16	7.05
00000004	2014	4	17	7.11
00000004	2014	4	18	7.11
00000004	2014	4	19	7.13
00000004	2014	4	20	7.18
00000004	2014	4	21	7.16
00000004	2014	4	22	7.14
00000004	2014	4	23	7.17
00000004	2014	4	24	7.18
00000004	2014	4	25	7.21
00000004	2014	4	26	7.23
00000004	2014	4	27	7.18
00000004	2014	4	28	7.05
00000004	2014	4	29	6.87
00000004	2014	4	30	6.86
00000004	2014	5	1	6.93
00000004	2014	5	2	6.96
00000004	2014	5	3	7.03
00000004	2014	5	4	7.07
00000004	2014	5	5	7.08
00000004	2014	5	6	7.11
00000004	2014	5	7	7.18
00000004	2014	5	8	7.2
00000004	2014	5	9	7.21
00000004	2014	5	10	7.22
00000004	2014	5	11	7.25
00000004	2014	5	12	7.28
00000004	2014	5	13	7.29
00000004	2014	5	14	7.27
00000004	2014	5	15	7.33
00000004	2014	5	16	7.33
00000004	2014	5	17	7.34
00000004	2014	5	18	7.37
00000004	2014	5	19	7.38
00000004	2014	5	20	7.39
00000004	2014	5	21	7.4
00000004	2014	5	22	7.41
00000004	2014	5	23	7.43
00000004	2014	5	24	7.44
00000004	2014	5	25	7.46
00000004	2014	5	26	7.48
00000004	2014	5	27	7.47
00000004	2014	5	28	7.46
00000004	2014	5	29	7.43
00000004	2014	5	30	7.45
00000004	2014	5	31	7.47
00000004	2014	6	1	7.49
00000004	2014	6	2	7.51
00000004	2014	6	3	7.48
00000004	2014	6	4	7.47
00000004	2014	6	5	7.5
00000004	2014	6	6	7.53
00000004	2014	6	7	7.54
00000004	2014	6	8	7.53
00000004	2014	6	9	7.51
00000004	2014	6	10	7.41
00000004	2014	6	11	7.34
00000004	2014	6	12	7.37
00000004	2014	6	13	7.4
00000004	2014	6	14	7.44
00000004	2014	6	15	7.48
00000004	2014	6	16	7.52
00000004	2014	6	17	7.53
00000004	2014	6	18	7.54
00000004	2014	6	19	7.55
00000004	2014	6	20	7.55
00000004	2014	6	21	7.55
00000004	2014	6	22	7.57
00000004	2014	6	23	7.61
00000004	2014	6	24	7.63
00000004	2014	6	25	7.64
00000004	2014	6	26	7.64
00000004	2014	6	27	7.66
00000004	2014	6	28	7.68
00000004	2014	6	29	7.61
00000004	2014	6	30	7.59
00000004	2014	7	1	7.61
00000004	2014	7	2	7.65
00000004	2014	7	3	7.7
00000004	2014	7	4	7.73
00000004	2014	7	5	7.72
00000004	2014	7	6	7.71
00000004	2014	7	7	7.73
00000004	2014	7	8	7.76
00000004	2014	7	9	7.77
00000004	2014	7	10	7.79
00000004	2014	7	11	7.82
00000004	2014	7	12	7.82
00000004	2014	7	13	7.81
00000004	2014	7	14	7.82
00000004	2014	7	15	7.76
00000004	2014	7	16	7.79
00000004	2014	7	17	7.82
00000004	2014	7	18	7.82
00000004	2014	7	19	7.81
00000004	2014	7	20	7.83
00000004	2014	7	21	7.85
00000004	2014	7	22	7.86
00000004	2014	7	23	7.86
00000004	2014	7	24	7.86
00000004	2014	7	25	7.89
00000004	2014	7	26	7.91
00000004	2014	7	27	7.91
00000004	2014	7	28	7.92
00000004	2014	7	29	7.95
00000004	2014	7	30	7.96
00000004	2014	7	31	7.97
00000004	2014	8	1	7.97
00000004	2014	8	2	7.99
00000004	2014	8	3	7.99
00000004	2014	8	4	8
00000004	2014	8	5	8.02
00000004	2014	8	6	8.02
00000004	2014	8	7	8.03
00000004	2014	8	8	8.05
00000004	2014	8	9	8.05
00000004	2014	8	10	8.02
00000004	2014	8	11	8.02
00000004	2014	8	12	8.02
00000004	2014	8	13	8.06
00000004	2014	8	14	8.07
00000004	2014	8	15	8.07
00000004	2014	8	16	8.09
00000004	2014	8	17	8.09
00000004	2014	8	18	8.07
00000004	2014	8	19	8.06
00000004	2014	8	20	8.1
00000004	2014	8	21	8.11
00000004	2014	8	22	8.1
00000004	2014	8	23	8.1
00000004	2014	8	24	8.11
00000004	2014	8	25	8.15
00000004	2014	8	26	8.16
00000004	2014	8	27	8.17
00000004	2014	8	28	8.17
00000004	2014	8	29	8.19
00000004	2014	8	30	8.21
00000004	2014	8	31	8.21
00000004	2014	9	1	8.21
00000004	2014	9	2	8.22
00000004	2014	9	3	8.23
00000004	2014	9	4	8.25
00000004	2014	9	5	8.25
00000004	2014	9	6	8.24
00000004	2014	9	7	8.25
00000004	2014	9	8	8.26
00000004	2014	9	9	8.27
00000004	2014	9	10	8.27
00000004	2014	9	11	8.29
00000004	2014	9	12	8.31
00000004	2014	9	13	8.33
00000004	2014	9	14	8.33
00000004	2014	9	15	8.33
00000004	2014	9	16	8.32
00000004	2014	9	17	8.33
00000004	2014	9	18	8.35
00000004	2014	9	19	8.36
00000004	2014	9	20	8.37
00000004	2014	9	21	8.36
00000004	2014	9	22	8.39
00000004	2014	9	23	8.39
00000004	2014	9	24	8.4
00000004	2014	9	25	8.39
00000004	2014	9	26	8.39
00000004	2014	9	27	8.4
00000004	2014	9	28	8.4
00000004	2014	9	29	8.39
00000004	2014	9	30	8.41
00000004	2014	10	1	8.44
00000004	2014	10	2	8.44
00000004	2014	10	3	8.44
00000004	2014	10	4	8.46
00000004	2014	10	5	8.44
00000004	2014	10	6	8.45
00000004	2014	10	7	8.47
00000004	2014	10	8	8.49
00000004	2014	10	9	8.49
00000004	2014	10	10	8.48
00000004	2014	10	11	8.49
00000004	2014	10	12	8.5
00000004	2014	10	13	8.46
00000004	2014	10	14	8.33
00000004	2014	10	15	8.32
00000004	2014	10	16	8.34
00000004	2014	10	17	8.36
00000004	2014	10	18	8.41
00000004	2014	10	19	8.44
00000004	2014	10	20	8.43
00000004	2014	10	21	8.44
00000004	2014	10	22	8.49
00000004	2014	10	23	8.48
00000004	2014	10	24	8.48
00000004	2014	10	25	8.5
00000004	2014	10	26	8.49
00000004	2014	10	27	8.51
00000004	2014	10	28	8.53
00000004	2014	10	29	8.54
00000004	2014	10	30	8.53
00000004	2014	10	31	8.54
00000004	2014	11	1	8.6
00000004	2014	11	2	8.61
00000004	2014	11	3	8.59
00000004	2014	11	4	8.57
00000004	2014	11	5	8.57
00000004	2014	11	6	8.58
00000004	2014	11	7	8.6
00000004	2014	11	8	8.58
00000004	2014	11	9	8.6
00000004	2014	11	10	8.6
00000004	2014	11	11	8.61
00000004	2014	11	12	8.67
00000004	2014	11	13	8.68
00000004	2014	11	14	8.68
00000004	2014	11	15	8.66
00000004	2014	11	16	8.54
00000004	2014	11	17	8.25
00000004	2014	11	18	8.32
00000004	2014	11	19	8.3
00000004	2014	11	20	8.31
00000004	2014	11	21	8.36
00000004	2014	11	22	8.34
00000004	2014	11	23	8.24
00000004	2014	11	24	8.38
00000004	2014	11	25	8.45
00000004	2014	11	26	8.45
00000004	2014	11	27	8.53
00000004	2014	11	28	8.5
00000004	2014	11	29	8.46
00000004	2014	11	30	8.51
00000004	2014	12	1	8.54
00000004	2014	12	2	8.53
00000004	2014	12	3	8.55
00000004	2014	12	4	8.55
00000004	2014	12	5	8.56
00000004	2014	12	6	8.53
00000004	2014	12	7	8.51
00000004	2014	12	8	8.48
00000004	2014	12	9	8.48
00000004	2014	12	10	8.51
00000004	2014	12	11	8.54
00000004	2014	12	12	8.57
00000004	2014	12	13	8.55
00000004	2014	12	14	8.53
00000004	2014	12	15	8.52
00000004	2014	12	16	8.6
00000004	2014	12	17	8.61
00000004	2014	12	18	8.6
00000004	2014	12	19	8.61
00000004	2015	2	7	8.29
00000004	2015	2	8	8.09
00000004	2015	2	9	8.11
00000004	2015	2	10	8.18
00000004	2015	2	11	8.2
00000004	2015	2	12	8.25
00000004	2015	2	13	8.24
00000004	2015	2	14	8.19
00000004	2015	2	15	8.27
00000004	2015	2	16	8.13
00000004	2015	2	17	8.16
00000004	2015	2	18	8.17
00000004	2015	2	19	8.23
00000004	2015	2	20	8.18
00000004	2015	2	21	8.11
00000004	2015	2	22	8.03
00000004	2015	2	23	7.9
00000004	2015	2	24	7.79
00000004	2015	2	25	7.74
00000004	2015	2	26	7.76
00000004	2015	2	27	7.82
00000004	2015	2	28	7.78
00000004	2015	3	1	7.77
00000004	2015	3	2	7.77
00000004	2015	3	3	7.73
00000004	2015	3	4	7.72
00000004	2015	3	5	7.8
00000004	2015	3	6	7.75
